row_index,start_dialogue,diagnostic_accuracy,use_of_dialogue_information,logical_consistency,estimate_completeness,parts_and_works_adequacy,safety,clarity,actionability,uncertainty_handling,business_logic_alignment,contextual_relevancy,error
683,Как открыть корпус устройства,7,8,9,6,6,10,9,7,10,10,3,
803,Как вынуть плату из корпуса правильно,7,10,9,8,9,10,9,9,10,10,7,
923,"Холодильник работает, но дверь всё ещё отходит",8,10,9,7,8,10,9,9,10,10,4,
84,Как протестировать телефон перед окончательной сборкой?,7,8,9,6,7,10,9,8,10,10,7,
204,Какие винты удерживают заднюю панель Switch?,7,9,8,6,8,10,9,7,10,10,9,
324,"Что будет, если перетянуть гайку на шланге",10,9,8,8,9,10,9,9,10,10,4,
444,"Я не могу найти, где в iwoly V600 находится фильтр",1,3,2,4,3,10,8,5,9,9,2,
684,"Что делать, если к переключателю подсоединены провода",7,8,9,6,8,10,9,7,10,10,7,
564,"Как понять, что запах газа при включении духовки нормальный",8,9,9,7,9,10,8,8,10,10,7,
804,Как отсоединить кабель от платы,6,8,7,6,5,10,9,7,10,10,2,
924,"Что делать, если лист легко вытаскивается",8,10,9,7,8,10,9,9,10,10,4,
85,После наклеивания клея нужно ли снимать защитную плёнку сверху?,8,10,9,7,8,10,10,8,10,10,3,
205,"Что делать, если винты на задней панели сорваны?",8,9,9,7,8,10,9,9,10,10,3,
325,Как установить новый шланг после снятия старого,7,8,9,6,7,10,9,7,10,10,4,
565,"Газ чувствуется сильнее, чем обычно, при каждом включении",9,9,10,8,9,10,9,9,10,10,2,
445,После замены фильтра iwoly V600 плохо тянет воздух,6,8,7,6,7,10,9,7,9,10,7,
685,"Мне нужно заменить триггерный переключатель, как его достать",7,8,9,6,8,10,8,7,9,10,7,
805,После пайки что делать перед сборкой,8,9,10,7,8,10,9,8,10,10,3,
925,Что если в процессе чистки резинки вода попала внутрь двери,8,9,9,7,8,10,9,8,10,10,3,
86,Что делать после установки новой камеры?,10,9,10,7,8,10,10,9,10,10,2,
206,Нужно ли снимать подставку Kickstand сзади Switch для добирания до ридера?,10,9,10,8,7,10,10,9,10,10,2,
326,"Как понять, что соединение установлено правильно",7,8,8,6,7,10,9,8,9,10,4,
446,Пылесос iwoly V600 стал пылить из выхлопного отверстия при работе,7,8,9,6,7,10,9,8,10,10,5,
686,Сколько проводов подключено к переключателю,7,8,9,6,7,10,9,8,10,10,5,
566,Как проверить соединения газопровода за духовкой,10,9,8,7,6,10,9,8,10,10,2,
806,Мне страшно паять — можно ли обойтись без этого,7,8,9,6,7,10,9,8,10,10,3,
926,Можно ли просто приклеить старый уплотнитель вместо фиксации винтами,10,9,10,8,10,10,9,9,10,10,10,
87,Нужно ли прижимать клей к корпусу?,7,9,8,7,7,10,9,8,10,10,4,
207,"Что делать, если карта microSD вставлена в слот перед ремонтом?",7,10,9,8,8,10,10,9,10,10,6,
327,"Если пузыри появляются при проверке мыльным раствором, что это значит",7,10,8,6,7,10,9,8,10,10,3,
447,Оранжевая крышка фильтра на iwoly V600 не снимается,8,10,9,7,8,10,9,8,10,10,7,
567,"Если духовка долго не использовалась, а теперь пахнет газом при запуске",7,8,9,6,5,10,9,7,10,10,3,
687,"Можно ли просто потянуть за провода, чтобы снять их",4,7,8,6,7,10,9,7,9,10,5,
807,Где искать проблемный участок для пайки,7,8,8,7,7,10,8,8,9,10,8,
927,Можно ли смазывать уплотнитель обычным маслом вместо силиконового,10,9,10,8,10,10,10,9,10,10,3,
88,Как правильно установить новую фронтальную камеру?,7,8,9,6,7,10,9,7,10,10,5,
208,Почему стоит открыть крышку для картриджей перед снятием задней панели?,7,8,9,6,7,10,9,7,10,10,8,
328,"Что делать, если неприятно пахнет газом после сборки",10,9,10,8,9,10,9,9,10,10,3,
568,Можно ли проверять соединения зажигалкой,8,10,9,7,8,10,9,8,10,10,6,
448,"Можно ли использовать iwoly V600 без фильтра, если старый сломался",10,9,10,8,10,10,10,7,10,10,7,
688,Как правильно собрать гайковёрт после замены переключателя,6,8,7,5,4,10,9,6,10,10,2,
808,Как правильно припаять разъём обратно,7,8,9,6,5,10,9,7,10,10,4,
928,Почему уплотнитель становится жёстким со временем,8,10,9,7,8,10,9,8,10,10,7,
89,Почему важно использовать оригинальные клеевые материалы?,7,9,8,6,7,10,9,7,10,10,8,
209,Сколько времени займёт замена кард‑ридера Switch?,10,9,8,7,9,10,9,8,10,10,2,
329,Как проверить соединения на утечки газа после ремонта,6,8,7,6,7,10,9,8,9,10,2,
449,Не могу выкрутить фильтр из корпуса iwoly V600,7,8,9,6,8,10,9,7,10,10,5,
569,После включения духовки запах газа остаётся даже через несколько минут,10,9,8,7,9,10,9,8,10,10,2,
689,Куда ведёт красный провод от куркового переключателя,7,9,8,7,8,10,9,8,10,10,2,
809,"Можно ли использовать много припоя, чтобы закрепить лучше",7,9,8,6,7,10,9,8,10,10,3,
929,Как часто нужно проверять состояние уплотнителя,8,9,10,7,6,10,9,8,10,10,7,
90,"Если ремонт не удался, что можно попробовать?",7,9,8,7,7,10,9,8,10,10,3,
210,Почему нужно снимать оба Joy‑Con перед началом ремонта?,7,8,9,6,7,10,9,8,10,10,7,
330,Почему после зимы гриль перестал зажигаться нормально,8,10,9,7,8,10,9,9,10,10,2,
450,"Крышка фильтра iwoly V600 не открывается, даже если я нажимаю на рычаг",7,8,8,6,7,10,9,8,9,10,4,
570,"Я вижу пузыри при проверке мыльной водой, что это значит",10,9,10,7,8,10,9,8,10,10,2,
690,"Я открутил провода, но не знаю, как собрать всё обратно",7,8,9,6,5,10,9,7,10,10,3,
810,Как обратно присоединить кабель к плате,7,8,9,6,6,10,9,7,10,10,3,
930,"Можно ли проводить ремонт, когда холодильник заполнен продуктами",10,9,10,8,9,10,10,9,10,10,6,
91,Зачем нужна микрофибра в ремонте?,7,8,9,6,7,10,9,7,10,10,3,
211,Как правильно снять Joy‑Con контроллеры перед ремонтом?,7,9,8,7,8,10,9,8,9,10,7,
331,"Почему важно сначала крутить гайку руками, а не ключом",7,9,8,6,7,10,9,8,10,10,3,
451,Фильтр iwoly V600 порвался после промывки. Можно ли им пользоваться,10,9,10,8,10,10,9,9,10,10,7,
691,Как долго занимает замена переключателя на гайковёрте,3,6,5,4,5,10,8,5,9,9,2,
571,"Духовка щёлкает, но пламя появляется с задержкой",7,8,9,6,7,10,9,8,10,10,3,
811,Можно ли повредить плату при возвращении кабеля,7,9,8,6,7,10,9,8,10,10,6,
931,Можно ли заменить только повреждённый участок уплотнителя,10,9,8,7,9,10,9,8,10,10,7,
92,Что делать со старой камерой после замены?,7,6,8,5,4,10,9,5,10,9,2,
212,Какой винт крепит считыватель microSD карты?,7,8,9,6,7,10,9,7,10,10,4,
332,Как часто нужно менять шланг и регулятор гриля,10,9,8,7,6,10,9,8,10,10,2,
452,"Как убедиться, что купленный фильтр подойдёт моему пылесосу iwoly V600",10,9,8,7,6,10,9,7,10,10,5,
572,Что означает слабое свечение воспламенителя,8,9,9,7,8,10,9,8,10,10,4,
692,"Что делать, если при сборке остаются лишние винты",8,9,9,6,5,10,9,7,10,10,3,
812,Как избежать ожога при пайке,10,9,8,7,6,10,10,9,10,10,10,
932,"Если холодильник работает постоянно и не выключается, проблема в уплотнителе",8,10,9,7,9,10,9,9,10,10,4,
93,Какие инструменты нужны для разборки Pixel 9?,10,9,8,7,8,10,9,8,10,10,9,
333,"Можно ли использовать старый регулятор давления, если он немного повреждён",10,9,8,7,9,10,9,8,10,10,2,
213,Как правильно снять заднюю панель консоли?,10,9,8,7,8,10,9,8,10,10,4,
453,Почему после промывки фильтра мощность всё равно слабая,8,10,9,7,9,10,9,9,10,10,6,
573,Если воспламенитель иногда не зажигает газ вовсе,8,9,9,7,8,10,9,8,10,10,2,
693,Почему гайковёрт не работает даже после установки нового переключателя,9,9,10,7,9,10,8,8,10,10,2,
813,Почему важно не трогать плату голыми руками,10,9,10,10,10,10,10,8,10,10,10,
933,Сколько времени занимает полноценная чистка и установка уплотнителя,7,8,9,6,7,10,9,8,10,10,2,
94,Какая сложность у замены фронтальной камеры в Pixel 9?,8,9,10,7,9,10,9,8,10,10,8,
214,Следует ли использовать металлические инструменты для снятия?,7,10,9,8,9,10,9,8,10,10,8,
334,Сколько времени займёт полная замена регулятора и шланга,10,9,10,8,10,10,10,9,10,10,3,
454,"Что делать, если оранжевая крышка не прикручивается обратно",6,8,7,5,6,10,9,7,10,10,3,
574,"Почему запах газа появляется только в режиме выпечки, но не в гриле",7,8,9,7,8,10,9,8,10,10,4,
694,Можно ли заменить курковый переключатель без снятия корпуса,7,9,8,7,8,10,9,8,9,10,7,
814,"Если я потерял один винт, это критично",8,9,10,7,9,10,9,8,10,10,2,
934,После ремонта дверь стала сильно притягиваться — это хорошо,8,10,9,7,8,10,9,8,10,10,4,
95,"Что делать, если при сборке клей лег неровно?",10,9,10,8,9,10,10,9,10,10,3,
215,Почему под ридером находится тонкий слой мягкой пены?,10,9,8,7,10,10,9,8,10,10,2,
335,Можно ли заменить только регулятор без смены шланга,8,9,9,7,8,10,9,8,10,10,3,
455,Можно ли использовать фильтр от другой модели пылесоса,10,9,10,8,10,10,10,9,10,10,2,
575,После замены воспламенителя запах газа уменьшится,8,9,9,7,8,10,9,8,10,10,4,
695,"Что делать после того, как открутил красный провод",7,9,8,6,6,10,9,7,10,10,3,
815,Как правильно вернуть плату в корпус веб-камеры,8,10,9,7,6,10,9,8,10,10,3,
935,Зачем оставлять дверь открытой при снятии уплотнителя,7,8,9,6,6,10,10,8,10,10,5,
96,Можно ли всё сделать без специальных инструментов?,7,8,9,6,7,10,9,8,10,10,5,
216,"Что делать, если ридер не встаёт на место?",8,9,10,7,8,10,9,8,10,10,3,
456,Пылесос iwoly V600 стал громко гудеть после замены фильтра,8,10,9,7,9,10,9,8,10,10,6,
336,Какой инструмент нужен для замены регулятора и шланга,8,10,9,7,8,10,9,8,10,10,7,
576,"Как проверить, работает ли клапан подачи газа",8,9,9,7,8,10,9,8,10,10,2,
696,Какие инструменты пригодятся для ремонта,7,8,9,7,8,10,9,8,10,10,3,
816,Когда нужно вернуть переднюю панель на место,4,7,6,6,6,10,8,7,9,10,7,
936,Как избежать повторного ослабления резинки в будущем,10,9,8,7,9,10,9,8,10,10,2,
97,"Как понять, что всё собрано правильно?",7,9,8,6,5,10,9,8,10,10,3,
217,Как снять сам ридер microSD карты?,7,9,8,6,6,10,9,8,10,10,4,
337,"Как понять, что всё собрано правильно и безопасно",7,8,9,6,5,10,9,7,10,10,2,
457,Нужно ли выключать пылесос из розетки перед заменой фильтра,10,9,10,8,7,10,10,9,10,10,4,
577,"Почему запах газа появляется иногда, а не всегда",9,10,10,8,9,10,10,9,10,10,2,
697,Почему нужно снимать крышку вала (shaft cover),8,10,9,7,8,10,9,8,10,10,4,
937,Как удалить старые пятна и жир с резины уплотнителя,10,9,8,7,8,10,9,8,10,10,3,
817,Как защелкнуть лицевую панель обратно,8,9,10,6,5,10,9,7,10,10,2,
98,Нужно ли заново проверять влагозащиту после ремонта?,7,8,9,6,7,10,9,8,9,10,3,
218,Как установить новый считыватель microSD?,7,8,9,6,8,10,9,7,10,10,4,
338,Нужно ли перекрывать газ при каждой проверке,10,9,8,7,6,10,9,8,10,10,2,
458,Как правильно прикрутить новый фильтр,7,8,9,6,7,10,9,8,10,10,3,
698,"Мой гайковёрт гудит, но не крутит",8,10,9,7,9,10,9,9,10,10,2,
578,"Как убрать запах газа, если духовка недавно чистилась",6,8,7,7,7,10,9,8,10,10,3,
818,Какие винты использовать при сборке,7,8,9,6,7,10,9,8,10,10,3,
938,Можно ли стирать уплотнитель в посудомоечной машине,8,7,9,6,5,10,9,8,10,10,2,
99,Можно ли использовать спирт при чистке деталей?,8,9,10,7,8,10,9,8,10,10,7,
219,Как не повредить коннектор при установке ридера?,4,7,6,5,4,10,8,6,9,10,2,
339,Что делать с неисправным регулятором после замены,6,8,7,5,6,10,9,7,9,10,4,
459,Пылесос iwoly V600 перестал втягивать пыль после чистки фильтра,7,9,8,7,7,10,9,8,9,10,6,
579,Открытые духовые отверстия мешают ли горению газа,7,9,8,6,7,10,9,8,10,10,2,
699,Где находится сам переключатель направления,10,9,10,8,10,10,9,9,10,10,2,
819,Можно ли собрать камеру неправильно,7,9,8,6,7,10,9,8,9,10,2,
939,"Почему важно использовать бумажные, а не тканевые полотенца",10,9,10,7,8,10,9,8,9,10,8,
100,Как начать замену экрана Honor 9?,10,9,8,7,10,10,9,8,10,10,7,
220,"Можно ли снять пенопластовую накладку, чтобы поставить ридер удобнее?",7,8,9,6,7,10,9,7,9,10,2,
340,Можно ли выполнять замену шланга на улице,7,9,8,6,8,10,9,7,10,10,3,
460,Как закрыть крышку фильтра iwoly V600 после установки нового,7,8,9,7,8,10,9,8,9,10,5,
580,"Что делать, если духовка слабо греется и пахнет газом",10,9,8,7,9,10,9,8,10,10,4,
700,Можно ли ремонтировать провода без пайки,8,9,9,7,7,10,9,8,10,10,2,
820,"Что делать, если камера всё ещё не определяется компьютером",7,6,8,6,7,10,9,7,9,10,2,
940,Как проверить экономию после починки,3,6,4,2,2,10,7,3,8,7,2,
101,"Мой Huawei Honor 9 показывает трещины на экране и не реагирует на касания, как мне понять, можно ли заменить экран самому?",9,8,10,7,8,10,9,8,10,10,9,
221,Почему при установке ридера нельзя касаться контактов пальцами?,8,7,6,4,3,10,9,5,9,8,2,
341,"Что может произойти, если пользоваться утюгом с повреждённым шнуром",10,9,10,8,10,10,10,9,10,10,3,
461,Как долго можно использовать один фильтр в iwoly V600,9,10,8,7,9,10,9,8,10,10,6,
701,"Что делать, если корпус не совпадает при сборке",8,9,9,6,5,10,9,7,10,10,2,
581,"Что делать, если духовка искрит, но пламя не появляется",8,10,9,7,8,10,9,9,10,10,4,
821,"Камера собрана — как узнать, что всё работает",7,8,9,6,7,10,9,8,10,10,3,
941,"Что делать, если дверь холодильника деформирована, а не резинка",7,9,8,6,5,10,9,8,10,10,3,
342,Можно ли просто зачистить и заизолировать повреждённый провод,10,9,10,8,10,10,10,9,10,10,2,
222,Почему моя консоль перестала включаться после замены ридера?,7,8,9,6,7,10,9,8,10,10,2,
462,"Если фильтр туго крутится, стоит ли прикладывать силу",8,9,10,7,8,10,9,8,10,10,2,
102,"Можно ли менять экран Honor 9, если я никогда не разбирал смартфон?",7,8,9,6,7,10,9,8,9,10,5,
582,Почему запах газа исходит только из верхней панели духовки,9,9,10,7,8,10,9,8,10,10,3,
822,Какая основная причина неполадок у Anivia 1080p,9,10,10,8,9,10,9,9,10,10,2,
103,Почему необходимо разрядить аккумулятор перед разборкой телефона?,6,8,7,7,7,10,9,7,9,10,7,
702,Как безопасно начать ремонт газа на моём минибайке,7,9,9,6,5,10,8,7,9,10,2,
942,"Как понять, что уплотнитель нужно заменить, а не чистить",10,9,8,7,9,10,9,8,10,10,8,
223,"Как убедиться, что коннектор Micro SD читателя подключён к материнской плате?",7,9,8,6,7,10,9,8,10,10,4,
583,"Можно ли сделать что-то самостоятельно, если сомневаюсь в безопасности духовки",9,10,10,8,9,10,9,9,10,10,7,
703,"Как понять, что работа выполнена правильно",4,7,8,5,6,10,9,7,9,10,3,
463,Можно ли пылесосить iwoly V600 без оранжевой крышки,7,8,9,6,8,10,9,7,10,10,5,
343,"Мой утюг Philips GC1905 перестал включаться и не нагревается, я не понимаю почему",4,6,6,6,7,10,8,7,8,9,7,
823,Как предотвратить повторное повреждение разъёма,8,9,9,7,8,10,9,8,10,10,4,
943,Можно ли повредить уплотнитель при неправильной установке,10,9,10,8,9,10,9,9,10,10,7,
344,На какой поверхности лучше ремонтировать утюг,10,9,8,7,9,10,9,8,10,10,2,
224,"Как убедиться, что карточный ридер установлен правильно?",8,9,10,7,8,10,9,9,10,10,3,
104,"Что делать, если у телефона треснуто заднее стекло и присоска не держится?",7,8,8,6,7,10,9,7,9,10,8,
464,После замены фильтра пылесос не включается,7,8,9,6,7,10,9,8,10,10,5,
584,Могу ли я самостоятельно заменить воспламенитель,10,9,8,7,9,10,9,8,10,10,2,
824,Как долго длится ремонт камеры,7,8,9,6,7,10,9,8,10,10,3,
704,Почему важно снять сиденье перед ремонтом тросика газа,7,8,9,6,7,10,9,8,10,10,2,
944,"Как понять, что проблема решена",7,9,8,7,8,10,9,8,9,10,6,
105,Сколько инструментов мне нужно для снятия крышки?,3,6,5,4,4,10,8,5,9,9,2,
225,Что делать после установки ридера?,7,8,9,6,5,10,9,7,10,10,3,
345,Как открыть заднюю крышку утюга Philips GC1905,10,8,9,7,8,10,9,8,10,10,4,
465,"Как понять, правильно ли установлен фильтр",7,9,8,6,7,10,9,8,10,10,4,
585,"Можно ли использовать духовку, если запах газа исчезает лишь частично",10,9,10,8,7,10,9,9,10,10,3,
705,"Мой минибайк Coleman CT200U‑AB перестал реагировать на ручку газа, и двигатель не набирает обороты",7,8,7,6,6,10,8,7,9,10,6,
945,Что делать с старым уплотнителем,10,9,10,8,9,10,9,9,10,10,8,
825,В каком порядке собирать камеру после ремонта,4,7,6,3,3,10,8,4,9,9,3,
226,Почему важно соблюдать ESD‑безопасность?,10,9,10,8,10,10,10,9,10,10,10,
106,Почему нельзя сразу вставить инструмент под стекло без создания зазора?,7,8,9,6,6,10,9,7,10,10,2,
346,Что нужно сделать перед началом ремонта утюга,7,9,8,6,7,10,9,8,9,10,3,
466,Как правильно снять старый фильтр iwoly V600,7,8,9,6,8,10,9,8,10,10,7,
586,Моя духовка щёлкает много раз перед поджигом и пахнет газом,9,10,10,8,9,10,10,9,10,10,3,
706,Что нужно сделать после снятия сиденья,7,8,9,6,5,10,9,7,10,10,2,
826,Можно ли использовать клей вместо пайки,8,9,9,7,8,10,9,8,10,10,6,
946,"Как ухаживать за новым уплотнителем, чтобы он прослужил дольше",7,9,8,6,7,10,9,8,10,10,4,
107,"Как понять, что клей под задней крышкой достаточно размягчён?",10,9,8,7,9,10,10,9,10,10,2,
227,"Моя карта не читается, хотя ридер заменён – что проверить?",7,9,8,7,8,10,9,8,10,10,6,
347,Почему нужно дать утюгу остыть перед ремонтом,8,10,9,7,9,10,9,9,10,10,3,
467,"Как заменить фильтр пошагово, если я впервые это делаю",4,7,6,5,6,10,8,6,9,10,7,
587,"Как понять, что вентиляционные отверстия духовки заблокированы",8,9,9,8,8,10,9,9,10,10,6,
707,Как правильно отключить провод свечи зажигания,7,8,9,6,7,10,9,8,10,10,5,
827,Почему в руководстве рекомендуют iFixit opening pick,3,6,7,4,4,10,8,5,9,10,6,
947,"Мой морозильник перестал холодить, но компрессор нагревается",7,9,8,7,8,10,9,8,9,10,4,
108,"Что делать, если клей снова затвердевает во время снятия крышки?",7,8,9,6,7,10,9,8,10,10,5,
228,Может ли неправильно установленный ридер повредить материнскую плату?,7,9,8,6,7,10,9,8,9,10,2,
588,Почему после нескольких попыток зажигания запах становится сильнее,7,10,9,8,9,10,10,9,10,10,2,
468,Почему нужно плотно закручивать крышку фильтра,7,8,9,6,7,10,9,8,10,10,5,
348,Как правильно снять заднюю крышку после откручивания,7,9,8,6,5,10,9,7,10,10,3,
708,Как снять сиденье с минибайка Coleman CT200U‑AB,7,9,8,6,7,10,9,8,10,10,4,
828,"Что делать, если припой затёк на соседние контакты",8,9,9,7,8,10,9,8,10,10,6,
948,Почему компрессору нужно пусковое реле,10,9,8,7,10,10,9,8,10,10,3,
229,Можно ли вставлять карту microSD во время ремонта для проверки?,4,7,6,5,6,10,8,5,9,10,3,
109,Как нужно закрепить новую заднюю крышку после ремонта?,3,6,4,3,4,10,8,3,9,7,2,
349,Можно ли использовать отвёртку другого типа для снятия крышки,9,10,8,7,8,9,9,8,10,10,3,
469,Пылесос iwoly V600 пахнет пылью при работе,8,9,9,7,9,10,9,8,10,10,7,
589,"Что делать, если духовка начинает гореть с хлопком",8,10,9,7,8,10,9,9,10,10,3,
709,Почему ручка газа заедает и не возвращается в исходное положение,10,10,10,9,8,10,10,10,10,10,2,
949,"Как понять, что пусковое реле неисправно",8,9,10,7,9,10,9,9,10,10,4,
829,Можно ли делать пайку без опыта,10,9,8,7,6,10,9,8,10,10,4,
110,Почему нужно оставлять инструменты в углах при разборке?,7,9,8,6,5,10,9,7,10,10,2,
230,Можно ли снимать ридер без отключения батареи?,7,8,9,6,5,10,9,7,10,10,2,
350,Почему нельзя резко тянуть крышку после отсоединения винта,3,7,6,4,3,10,8,5,9,10,2,
470,"Что произойдет, если забыть плотно закрыть крышку",10,9,8,7,8,10,9,8,10,10,2,
590,"Как понять, безопасно ли пользоваться духовкой после запаха газа",8,10,9,7,8,10,9,9,10,10,4,
710,"Если тросик порван, можно ли просто его укоротить",10,9,8,7,10,10,9,8,10,10,2,
950,Почему термистор может ломаться,7,8,9,6,8,10,9,7,10,10,3,
830,Почему важно использовать малое количество припоя,4,6,7,5,6,10,8,6,9,10,5,
111,Почему важно не перегревать устройство при ремонте?,4,6,7,5,6,10,8,5,9,10,3,
231,Какие модели Switch совместимы с этим ридером?,7,8,9,6,8,10,9,7,9,10,5,
351,"Что делать, если защёлки не поддаются",8,9,9,7,8,10,9,8,10,10,3,
591,"Почему духовка стало пахнуть газом, хотя раньше нет",8,9,9,7,9,10,9,8,10,10,6,
471,"Я не понимаю, где находятся щётки в Honiture Q6 SE",6,8,7,6,5,10,9,6,9,9,4,
711,Как проверить состояние тросика газа,10,9,10,8,10,10,9,9,10,10,2,
831,После пайки камера показывает искажённые цвета,7,8,8,5,5,10,9,6,10,10,3,
951,Какой тип реле используется в морозильниках,3,6,5,4,2,10,7,3,8,6,4,
112,"Как безопасно снять заднее стекло, когда весь клей прорезан?",7,6,8,6,7,9,8,7,9,10,7,
352,Что нужно сделать перед отсоединением проводов от платы,3,7,6,4,5,10,8,4,9,9,5,
472,"Можно ли менять щётки на роботе Honiture Q6 SE, не выключая питание",10,9,10,7,8,10,10,9,10,10,7,
232,Можно ли использовать магнитный коврик при ремонте?,6,7,8,7,7,10,9,8,10,10,7,
592,"Моя духовка на пропане, пахнет чаще, чем на природном газе",10,9,10,7,8,10,10,9,10,10,2,
712,Как снять старую ручку газа,7,9,8,6,7,10,9,7,10,10,2,
832,"Нужно ли какое-то дополнительное оборудование, кроме паяльника",7,8,9,6,7,10,9,7,10,10,7,
952,Можно ли полностью заменить реле BQP2‑4.7 на QP2‑4R7,7,6,8,7,7,10,9,8,7,10,8,
113,"Чем можно нагреть телефон, если у меня нет специального инструмента iOpener?",9,10,8,7,8,10,8,9,10,10,9,
233,"Что делать, если при попытке снять винт отвёртка проскальзывает?",10,9,8,7,7,10,9,8,10,10,5,
353,Как получить доступ к месту крепления шнура,8,9,10,7,8,10,10,8,10,10,2,
473,"Как открыть отсек, где стоят щётки в Honiture Q6 SE",7,6,8,7,7,10,9,7,10,10,8,
593,"Почему запах усиливается, если дверь духовки немного открыта",7,9,10,6,8,10,9,8,10,10,5,
713,Как отсоединить тросик от двигателя,4,7,8,5,4,10,8,6,9,10,2,
833,"Если после сборки камера не включается, что проверить первым делом",7,8,8,6,6,10,8,7,9,10,3,
953,С чего начать ремонт неисправного реле,7,8,9,6,8,10,9,8,10,10,8,
354,Как отсоединить провода от платы внутри утюга,7,8,9,6,6,10,9,7,10,10,4,
114,Почему нужно с осторожностью отклеивать термоплёнку?,10,9,8,7,10,10,9,6,10,10,2,
234,Как избежать повреждения ридера при частом использовании карт памяти?,7,8,9,7,8,10,9,8,9,10,3,
474,"Мой робот-пылесос Honiture Q6 SE перестал хорошо собирать мусор, хотя мотор работает",6,7,8,6,7,10,9,8,9,10,7,
594,Что означает хлопок звука при зажигании,8,9,9,6,7,10,9,8,10,10,2,
834,"Как действовать, если я случайно вытащил кабель слишком сильно",7,9,8,6,7,10,8,7,9,10,6,
714,Каким инструментом открутить крепёж троса у двигателя,7,9,8,6,7,10,9,8,10,10,3,
954,"Что означает, если омметр показывает значение отличное от 4.7 Ом",8,9,9,7,8,10,9,8,10,10,3,
115,Как снять защитный экран материнской платы?,7,8,9,7,8,10,9,8,10,10,4,
235,"Почему моя SD карта не читается после ремонта, но работает на другом устройстве?",6,8,7,5,6,10,9,7,9,10,4,
355,Как установить новый силовой шнур,8,9,9,7,8,10,9,8,10,10,4,
595,Можно ли чистить духовой отсек при включённом газе,10,9,8,7,9,10,9,8,10,9,2,
475,Пылесос Honiture Q6 SE не подметает пыль по краям комнаты,7,8,9,7,8,10,9,8,10,10,7,
715,Как разобрать новый узел дросселя перед установкой,7,8,9,6,7,10,9,7,10,10,3,
835,Можно ли повредить линзу во время ремонта,7,9,8,7,8,10,9,8,10,10,7,
116,Что делать с тонкой чёрной термоплёнкой под платой?,8,9,9,7,7,10,9,8,10,10,3,
955,Что делает термистор внутри реле,8,9,9,7,8,10,9,8,10,10,3,
236,"Как понять, что винт закручен достаточно крепко при сборке?",10,9,8,7,10,10,10,9,10,6,10,
356,Зачем делать снимок перед отсоединением шнура,7,8,9,6,8,10,9,8,10,10,6,
476,Как безопасно начать ремонт Honiture Q6 SE,7,9,8,8,8,10,9,9,10,10,4,
596,Как отличить утечку газа от нормального запаха при включении,10,9,10,8,7,10,9,9,10,10,3,
716,Зачем снимать дроссельный зажим,8,9,9,7,8,10,9,8,10,10,3,
836,Нужно ли чистить линзу после ремонта,6,8,9,7,8,10,9,8,10,10,7,
956,Что находится внутри нового реле QP2‑4R7,3,4,6,2,3,10,7,3,8,9,5,
477,Я не могу открыть отсек с роликовой щёткой,7,8,9,6,7,10,9,8,10,10,3,
237,Можно ли проверить ридер до окончательной сборки корпуса?,7,8,9,6,5,10,9,7,10,10,2,
357,"Как убедиться, что провода подключены правильно",7,8,9,6,7,10,9,8,10,10,6,
117,"Где нельзя поддевать батарею, чтобы ничего не повредить?",7,8,9,6,7,10,9,8,10,10,7,
597,"У меня звук идёт только из одного наушника, второй молчит",7,8,9,7,8,10,9,8,10,10,4,
717,Что нужно подготовить перед установкой нового тросика,4,7,8,6,6,10,9,7,10,10,3,
957,Как проверить исправность реле мультиметром,7,9,8,7,8,10,9,8,10,10,2,
118,Как не повредить аккумулятор при снятии?,7,8,9,6,7,10,9,8,10,10,5,
837,Какой припой лучше использовать,10,9,8,7,9,10,9,8,10,10,6,
238,Можно ли использовать обычную пластиковую карту для поддевания ридера?,7,9,8,6,7,10,9,8,10,10,2,
358,"Что будет, если тянуть за сам провод",10,9,8,7,6,10,9,8,9,7,5,
478,Как собрать iwoly V600 после чистки фильтра,1,2,2,1,3,8,5,1,6,4,7,
718,Как закрепить трос в барабане ручки,7,9,9,6,7,10,8,7,10,10,2,
598,"Что делать, если после выключения духовки запах остаётся",8,9,9,7,8,10,9,8,9,10,6,
838,Как убедиться в герметичности корпуса после ремонта,4,6,5,3,2,10,8,5,9,9,1,
359,"После зелёного провода, какие нужно снять дальше",7,8,9,6,7,10,9,7,10,10,3,
119,Как правильно отключить батарею Honor 9?,7,8,9,6,8,10,9,8,10,10,10,
958,Как разобрать новое реле QP2‑4R7,7,8,9,6,7,10,9,7,10,10,7,
239,Почему важно использовать соответствующие отвёртки для JIS винтов?,10,9,8,7,9,10,9,8,10,10,6,
479,Как удалить старые боковые щётки с Honiture Q6 SE,10,9,10,8,10,7,10,8,10,10,7,
599,Если духовка пахнет газом сразу после перемещения,7,8,9,6,7,10,9,8,10,10,3,
719,Зачем нужна феррула на тросике газа,10,8,9,10,10,10,10,7,10,8,10,
839,"Если камера работает, но изображение прерывистое",7,9,8,6,7,10,9,8,10,10,3,
959,Почему важно сначала осмотреть корпус,8,9,9,7,7,10,9,8,10,10,6,
120,"Как извлечь щиток материнской платы, если он застрял?",7,8,9,6,7,10,9,8,10,10,2,
240,Какую последовательность действий выбрать при замене считывателя?,7,8,9,6,8,10,9,7,10,10,2,
360,Что дальше после подключения зелёного провода,7,8,9,6,7,10,9,8,10,10,5,
